Customer ID,Year,Quarter,Survey Date,Response Date,How likely are you to recommend insider to a friend or colleague ,How would you rate the value you gain from our company,How frequently are you using our platform,Please rate the overall quality of our products,Please rate the usability of the panel,Please rate your understanding of our reporting capabilities in the panel
CUS-1453800,2022,3,2022-07-01,2022-09-06,9,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1453800,2022,3,2022-07-01,2022-09-02,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-158200,2022,1,2022-01-01,2022-03-28,9,5,Once a Month,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-158200,2022,2,2022-04-01,2022-06-13,9,5,Once a Month,5,4.0,I don't use it often
CUS-158200,2022,3,2022-07-01,2022-09-28,10,5,Once a Month,5,5.0,I don't use it often
CUS-1503100,2022,3,2022-07-01,2022-09-26,9,4,Once a Day,4,4.0,I don't use it often
CUS-1503100,2022,3,2022-07-01,2022-09-26,8,4,Once a Day,4,3.0,I don't use it often
CUS-1460750,2022,1,2022-01-01,2022-02-01,8,5,Once a Week,4,5.0,"I can pull all the numbers, but don't understand them"
CUS-1460750,2022,2,2022-04-01,2022-06-28,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1460750,2022,3,2022-07-01,2022-09-19,10,4,Once a Week,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1454600,2022,3,2022-07-01,2022-09-26,4,2,Once a Day,2,3.0,I tried but could not find everything I need
CUS-1454600,2022,1,2022-01-01,2022-02-01,7,5,Once a Day,4,4.0,I don't use it often
CUS-1454600,2022,2,2022-04-01,2022-04-19,5,3,Once a Day,2,3.0,I tried but could not find everything I need
CUS-1500000,2022,1,2022-01-01,2022-03-01,6,2,Once a Day,3,2.0,"I can pull all the numbers, but don't understand them"
CUS-1500000,2022,1,2022-01-01,2022-03-21,6,2,Once a Day,3,2.0,"I can pull all the numbers, but don't understand them"
CUS-795950,2022,2,2022-04-01,2022-06-29,8,4,Once a Week,4,4.0,I don't use it often
CUS-1446100,2022,2,2022-04-01,2022-06-21,8,4,Once a Week,4,4.0,I don't use it often
CUS-257050,2022,2,2022-04-01,2022-06-25,9,4,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-257050,2022,2,2022-04-01,2022-06-23,9,5,Once a Month,5,4.0,I am able to report everything easily
CUS-257050,2022,3,2022-07-01,2022-09-20,9,5,Once a Week,5,4.0,I am able to report everything easily
CUS-257050,2022,1,2022-01-01,2022-03-31,7,3,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-257050,2022,2,2022-04-01,2022-06-24,8,4,Once a Day,4,4.0,I tried but could not find everything I need
CUS-257050,2022,3,2022-07-01,2022-09-01,8,4,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1503350,2022,1,2022-01-01,2022-03-25,5,2,Once a Month,2,2.0,I don't use it often
CUS-1480750,2022,1,2022-01-01,2022-02-01,10,5,Once a Day,5,5.0,I don't use it often
CUS-1480750,2022,2,2022-04-01,2022-05-26,10,4,Once a Day,5,4.0,I tried but could not find everything I need
CUS-1480750,2022,3,2022-07-01,2022-09-06,9,5,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1480750,2022,2,2022-04-01,2022-06-10,9,5,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1497300,2022,1,2022-01-01,2022-03-28,7,4,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1497300,2022,1,2022-01-01,2022-03-23,9,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1497300,2022,3,2022-07-01,2022-09-23,10,5,Once a Day,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1497300,2022,1,2022-01-01,2022-03-28,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1497300,2022,3,2022-07-01,2022-09-05,9,5,Once a Day,4,4.0,I am able to report everything easily
CUS-222250,2022,1,2022-01-01,2022-03-01,10,5,Once a Month,5,5.0,I don't use it often
CUS-222250,2022,3,2022-07-01,2022-09-07,8,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-222250,2022,3,2022-07-01,2022-09-13,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-950450,2022,1,2022-01-01,2022-03-31,10,5,Once a Month,5,5.0,I don't use it often
CUS-950450,2022,3,2022-07-01,2022-08-15,8,3,Once a Month,4,4.0,I don't use it often
CUS-950450,2022,2,2022-04-01,2022-06-22,9,5,Once a Week,5,4.0,I am able to report everything easily
CUS-950450,2022,3,2022-07-01,2022-08-15,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1435500,2022,1,2022-01-01,2022-03-21,9,5,Once a Week,5,5.0,I don't use it often
CUS-1435500,2022,2,2022-04-01,2022-06-29,10,5,Once a Month,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1435500,2022,1,2022-01-01,2022-03-21,10,5,Once a Month,5,5.0,I tried but could not find everything I need
CUS-1435500,2022,2,2022-04-01,2022-06-15,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1435500,2022,3,2022-07-01,2022-09-28,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-1444350,2022,1,2022-01-01,2022-02-01,7,4,Once a Month,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1444350,2022,2,2022-04-01,2022-06-14,7,4,Once a Month,4,3.0,I don't use it often
CUS-1444350,2022,3,2022-07-01,2022-09-02,8,4,Once a Month,5,3.0,I don't use it often
CUS-1444350,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,4,3.0,I am able to report everything easily
CUS-1444350,2022,2,2022-04-01,2022-04-18,7,4,Once a Week,4,3.0,I am able to report everything easily
CUS-1444350,2022,3,2022-07-01,2022-07-06,7,4,Once a Week,4,3.0,I am able to report everything easily
CUS-1444350,2022,3,2022-07-01,2022-08-09,7,4,Once a Week,4,3.0,I am able to report everything easily
CUS-1444350,2022,3,2022-07-01,2022-09-06,7,4,Once a Week,3,3.0,I am able to report everything easily
CUS-434600,2022,2,2022-04-01,2022-06-23,10,5,Once a Day,5,4.0,I am able to report everything easily
CUS-434600,2022,1,2022-01-01,2022-03-30,9,5,Once a Day,4,4.0,I am able to report everything easily
CUS-434600,2022,2,2022-04-01,2022-06-23,9,5,Once a Day,4,5.0,I am able to report everything easily
CUS-434600,2022,3,2022-07-01,2022-08-30,9,5,Once a Day,4,5.0,I am able to report everything easily
CUS-434600,2022,1,2022-01-01,2022-03-31,3,2,Once a Day,2,4.0,I am able to report everything easily
CUS-434600,2022,1,2022-01-01,2022-03-23,8,4,Once a Week,3,3.0,I tried but could not find everything I need
CUS-1499950,2022,2,2022-04-01,2022-06-16,6,4,Once a Week,3,4.0,I am able to report everything easily
CUS-1499950,2022,1,2022-01-01,2022-03-21,6,3,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1499950,2022,2,2022-04-01,2022-05-31,6,3,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1513100,2022,1,2022-01-01,2022-02-01,5,5,Once a Week,2,2.0,I need someone from Insider team to provide me the report from the panel
CUS-1513100,2022,2,2022-04-01,2022-05-18,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-160500,2022,1,2022-01-01,2022-02-01,7,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1454750,2022,1,2022-01-01,2022-03-01,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1454750,2022,2,2022-04-01,2022-06-06,10,5,Once a Month,5,5.0,I am able to report everything easily
CUS-1454750,2022,3,2022-07-01,2022-09-02,10,5,Once a Month,5,5.0,I am able to report everything easily
CUS-1454750,2022,3,2022-07-01,2022-09-23,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1454750,2022,2,2022-04-01,2022-05-17,10,5,Once a Day,5,5.0,I don't use it often
CUS-241400,2022,1,2022-01-01,2022-03-30,9,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-241400,2022,2,2022-04-01,2022-06-01,8,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-241400,2022,3,2022-07-01,2022-09-05,9,4,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-241400,2022,3,2022-07-01,2022-09-12,9,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-237600,2022,2,2022-04-01,2022-04-18,8,5,Once a Month,5,4.0,I tried but could not find everything I need
CUS-237600,2022,3,2022-07-01,2022-08-08,8,4,Once a Week,5,3.0,I tried but could not find everything I need
CUS-237600,2022,3,2022-07-01,2022-09-08,8,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1485100,2022,1,2022-01-01,2022-03-01,8,4,Once a Week,4,3.0,I tried but could not find everything I need
CUS-1485100,2022,3,2022-07-01,2022-09-09,5,3,Once a Day,3,3.0,I tried but could not find everything I need
CUS-1485100,2022,2,2022-04-01,2022-05-11,10,4,Once a Day,5,5.0,I am able to report everything easily
CUS-1485100,2022,2,2022-04-01,2022-05-22,8,5,Once a Week,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1485100,2022,3,2022-07-01,2022-08-01,10,5,Once a Day,5,4.0,I am able to report everything easily
CUS-268550,2022,1,2022-01-01,2022-03-22,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1442450,2022,1,2022-01-01,2022-03-24,10,5,Once a Month,0,4.0,I am able to report everything easily
CUS-660400,2022,3,2022-07-01,2022-09-13,9,4,Once a Day,4,4.0,I am able to report everything easily
CUS-660400,2022,3,2022-07-01,2022-09-15,8,4,Once a Day,4,4.0,I don't use it often
CUS-1403300,2022,2,2022-04-01,2022-04-25,9,4,Once a Month,4,4.0,I tried but could not find everything I need
CUS-1455200,2022,1,2022-01-01,2022-03-31,8,3,Once a Week,4,3.0,I am able to report everything easily
CUS-1455200,2022,1,2022-01-01,2022-03-31,10,5,Once a Week,5,5.0,I don't use it often
CUS-1455200,2022,2,2022-04-01,2022-05-04,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1455200,2022,3,2022-07-01,2022-09-14,9,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1455200,2022,1,2022-01-01,2022-03-31,6,4,Once a Month,4,4.0,I don't use it often
CUS-1455200,2022,1,2022-01-01,2022-03-31,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1455200,2022,2,2022-04-01,2022-05-16,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1455200,2022,3,2022-07-01,2022-08-05,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-1455200,2022,3,2022-07-01,2022-09-08,10,5,Once a Day,4,5.0,I am able to report everything easily
CUS-1455200,2022,1,2022-01-01,2022-03-30,8,5,Once a Month,5,4.0,I don't use it often
CUS-1485600,2022,2,2022-04-01,2022-06-10,9,3,Once a Week,4,4.0,I am able to report everything easily
CUS-1485600,2022,3,2022-07-01,2022-07-05,8,5,Once a Month,4,4.0,I tried but could not find everything I need
CUS-272600,2022,3,2022-07-01,2022-09-20,9,5,Once a Day,5,4.0,I don't use it often
CUS-272600,2022,2,2022-04-01,2022-06-21,7,3,Once a Day,3,3.0,I am able to report everything easily
CUS-272600,2022,3,2022-07-01,2022-09-13,7,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1091150,2022,1,2022-01-01,2022-02-01,5,3,Once a Day,3,5.0,I am able to report everything easily
CUS-1091150,2022,2,2022-04-01,2022-05-16,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1475750,2022,2,2022-04-01,2022-05-20,7,3,Once a Week,3,3.0,I am able to report everything easily
CUS-1475750,2022,2,2022-04-01,2022-05-16,8,4,Once a Week,4,3.0,I am able to report everything easily
CUS-166300,2022,3,2022-07-01,2022-08-11,10,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-166300,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,5,4.0,I don't use it often
CUS-166300,2022,2,2022-04-01,2022-06-13,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-166300,2022,3,2022-07-01,2022-08-15,9,5,Once a Month,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-166300,2022,2,2022-04-01,2022-04-15,10,5,Once a Week,4,4.0,I don't use it often
CUS-166300,2022,3,2022-07-01,2022-08-11,10,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-712600,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1487950,2022,2,2022-04-01,2022-06-29,8,4,Once a Month,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1487950,2022,3,2022-07-01,2022-08-29,8,4,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1484600,2022,3,2022-07-01,2022-09-16,6,3,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1484600,2022,3,2022-07-01,2022-09-05,10,5,Once a Day,4,4.0,I am able to report everything easily
CUS-281300,2022,1,2022-01-01,2022-03-31,10,5,Once a Week,0,5.0,I need someone from Insider team to provide me the report from the panel
CUS-281300,2022,2,2022-04-01,2022-06-28,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1473000,2022,2,2022-04-01,2022-05-28,8,4,Once a Week,3,4.0,I tried but could not find everything I need
CUS-1473000,2022,3,2022-07-01,2022-09-29,8,4,Once a Week,3,3.0,I don't use it often
CUS-1473000,2022,2,2022-04-01,2022-06-28,7,4,Once a Month,3,3.0,I don't use it often
CUS-1194100,2022,1,2022-01-01,2022-03-01,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-1194100,2022,2,2022-04-01,2022-05-30,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-1194100,2022,3,2022-07-01,2022-09-16,10,5,Once a Week,5,5.0,I am able to report everything easily
CUS-173800,2022,1,2022-01-01,2022-03-01,4,2,Once a Month,3,3.0,I am able to report everything easily
CUS-173800,2022,2,2022-04-01,2022-06-07,7,4,Once a Week,4,4.0,I am able to report everything easily
CUS-173800,2022,3,2022-07-01,2022-09-19,7,4,Once a Month,3,3.0,I don't use it often
CUS-571300,2022,2,2022-04-01,2022-06-28,8,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-563450,2022,2,2022-04-01,2022-05-06,10,5,Once a Month,4,5.0,I don't use it often
CUS-563450,2022,1,2022-01-01,2022-02-01,7,4,Once a Month,4,4.0,I don't use it often
CUS-563450,2022,3,2022-07-01,2022-09-28,7,3,Once a Week,3,3.0,I don't use it often
CUS-563450,2022,3,2022-07-01,2022-09-05,4,2,,2,3.0,I am able to report everything easily
CUS-1453500,2022,3,2022-07-01,2022-09-27,8,5,Once a Week,5,4.0,"I can pull all the numbers, but don't understand them"
CUS-1502200,2022,3,2022-07-01,2022-09-29,8,4,Once a Day,4,4.0,I don't use it often
CUS-515050,2022,1,2022-01-01,2022-03-22,8,4,Once a Month,4,5.0,I am able to report everything easily
CUS-515050,2022,3,2022-07-01,2022-09-05,8,4,Once a Week,4,5.0,I am able to report everything easily
CUS-1482650,2022,3,2022-07-01,2022-09-02,10,5,Once a Day,4,4.0,I tried but could not find everything I need
CUS-1482650,2022,3,2022-07-01,2022-09-02,10,5,Once a Day,3,2.0,I tried but could not find everything I need
CUS-1450300,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1450300,2022,2,2022-04-01,2022-05-30,7,4,Once a Week,3,3.0,I don't use it often
CUS-1444400,2022,2,2022-04-01,2022-05-13,7,4,Once a Month,4,4.0,I don't use it often
CUS-1444400,2022,3,2022-07-01,2022-09-16,8,4,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1444400,2022,2,2022-04-01,2022-04-16,4,3,Once a Week,4,4.0,I am able to report everything easily
CUS-1393900,2022,2,2022-04-01,2022-06-17,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1393900,2022,3,2022-07-01,2022-09-30,7,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1393900,2022,1,2022-01-01,2022-03-01,7,4,Once a Month,4,4.0,I don't use it often
CUS-1393900,2022,2,2022-04-01,2022-06-24,9,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1393900,2022,3,2022-07-01,2022-09-02,9,4,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1393900,2022,3,2022-07-01,2022-09-05,8,4,Once a Month,4,3.0,I don't use it often
CUS-1460300,2022,2,2022-04-01,2022-05-04,10,4,Once a Day,5,4.0,I am able to report everything easily
CUS-1460300,2022,2,2022-04-01,2022-06-14,8,4,Once a Week,3,3.0,I don't use it often
CUS-1460300,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-161650,2022,1,2022-01-01,2022-03-21,6,4,Once a Day,3,4.0,I am able to report everything easily
CUS-161650,2022,2,2022-04-01,2022-05-26,8,4,Once a Week,4,5.0,I am able to report everything easily
CUS-621600,2022,2,2022-04-01,2022-06-27,8,4,Once a Week,3,3.0,I tried but could not find everything I need
CUS-621600,2022,3,2022-07-01,2022-08-30,7,3,Once a Day,3,3.0,I tried but could not find everything I need
CUS-621600,2022,1,2022-01-01,2022-03-23,10,5,Once a Day,5,3.0,I tried but could not find everything I need
CUS-621600,2022,2,2022-04-01,2022-06-27,5,4,Once a Day,3,3.0,I tried but could not find everything I need
CUS-621600,2022,3,2022-07-01,2022-08-31,5,3,Once a Day,3,3.0,I tried but could not find everything I need
CUS-621600,2022,3,2022-07-01,2022-09-06,4,3,Once a Day,2,3.0,I tried but could not find everything I need
CUS-1510500,2022,2,2022-04-01,2022-06-28,10,5,Once a Week,5,5.0,I don't use it often
CUS-1531150,2022,3,2022-07-01,2022-09-05,8,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1531150,2022,3,2022-07-01,2022-09-12,8,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1503450,2022,3,2022-07-01,2022-09-21,10,5,Once a Week,5,5.0,I tried but could not find everything I need
CUS-1476600,2022,2,2022-04-01,2022-05-31,10,5,Once a Week,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1476600,2022,3,2022-07-01,2022-08-10,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1476600,2022,2,2022-04-01,2022-06-01,10,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-248500,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-248500,2022,2,2022-04-01,2022-06-29,10,5,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-248500,2022,3,2022-07-01,2022-08-09,10,4,Once a Week,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-248500,2022,2,2022-04-01,2022-06-30,10,5,Once a Month,5,5.0,I don't use it often
CUS-248500,2022,3,2022-07-01,2022-08-09,9,5,Once a Week,5,5.0,I don't use it often
CUS-248500,2022,3,2022-07-01,2022-08-09,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1516600,2022,3,2022-07-01,2022-09-16,7,4,Once a Month,4,4.0,I am able to report everything easily
CUS-1516600,2022,3,2022-07-01,2022-09-17,8,4,Once a Day,4,4.0,I am able to report everything easily
CUS-1082550,2022,3,2022-07-01,2022-07-03,10,4,Once a Week,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1082550,2022,1,2022-01-01,2022-03-01,7,4,Once a Day,3,3.0,I am able to report everything easily
CUS-1082550,2022,1,2022-01-01,2022-03-21,7,4,Once a Day,3,3.0,I am able to report everything easily
CUS-1082550,2022,3,2022-07-01,2022-07-28,7,4,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1082550,2022,3,2022-07-01,2022-09-27,7,4,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1030400,2022,2,2022-04-01,2022-06-30,8,5,Once a Month,4,5.0,I don't use it often
CUS-1030400,2022,3,2022-07-01,2022-09-08,9,4,Once a Week,4,2.0,I tried but could not find everything I need
CUS-1030400,2022,3,2022-07-01,2022-09-16,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1478700,2022,3,2022-07-01,2022-09-12,9,5,Once a Month,5,5.0,I am able to report everything easily
CUS-1478700,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,3,4.0,I am able to report everything easily
CUS-1478700,2022,1,2022-01-01,2022-03-21,7,4,Once a Week,3,4.0,I am able to report everything easily
CUS-1478700,2022,2,2022-04-01,2022-06-28,8,4,Once a Month,3,5.0,I don't use it often
CUS-1030400,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1030400,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1030400,2022,1,2022-01-01,2022-03-20,6,3,Once a Month,4,4.0,I am able to report everything easily
CUS-1030400,2022,1,2022-01-01,2022-03-21,6,3,Once a Month,4,4.0,I am able to report everything easily
CUS-1497600,2022,1,2022-01-01,2022-03-21,6,4,Once a Week,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-920750,2022,2,2022-04-01,2022-05-13,7,4,Once a Day,4,3.0,I am able to report everything easily
CUS-920750,2022,3,2022-07-01,2022-09-02,8,5,Once a Day,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-920750,2022,1,2022-01-01,2022-02-01,9,5,Once a Day,5,4.0,I am able to report everything easily
CUS-920750,2022,3,2022-07-01,2022-09-19,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-252250,2022,1,2022-01-01,2022-02-01,10,5,Once a Month,5,4.0,I need someone from Insider team to provide me the report from the panel
CUS-252250,2022,1,2022-01-01,2022-03-01,7,4,Once a Month,0,4.0,I am able to report everything easily
CUS-1483000,2022,1,2022-01-01,2022-02-01,9,5,Once a Month,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1483000,2022,1,2022-01-01,2022-03-21,9,5,Once a Month,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1483000,2022,3,2022-07-01,2022-08-26,9,4,Once a Month,4,4.0,I am able to report everything easily
CUS-1544850,2022,3,2022-07-01,2022-09-02,8,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1457950,2022,2,2022-04-01,2022-04-18,8,5,Once a Day,5,5.0,I am able to report everything easily
CUS-1457950,2022,2,2022-04-01,2022-06-10,8,4,Once a Day,4,4.0,I don't use it often
CUS-1457950,2022,1,2022-01-01,2022-03-21,10,5,Once a Day,5,5.0,I tried but could not find everything I need
CUS-1457950,2022,2,2022-04-01,2022-04-18,10,5,Once a Day,5,5.0,I am able to report everything easily
CUS-166200,2022,3,2022-07-01,2022-09-05,10,5,Once a Month,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1469550,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1495750,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1443100,2022,3,2022-07-01,2022-08-11,7,4,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1443100,2022,1,2022-01-01,2022-03-01,9,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1443100,2022,2,2022-04-01,2022-06-29,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1443100,2022,3,2022-07-01,2022-09-30,8,4,Once a Week,4,4.0,I am able to report everything easily
CUS-1443100,2022,1,2022-01-01,2022-02-01,7,4,Once a Week,4,3.0,"I can pull all the numbers, but don't understand them"
CUS-1459500,2022,2,2022-04-01,2022-06-15,7,4,Once a Week,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1459500,2022,3,2022-07-01,2022-09-03,8,4,Once a Week,4,4.0,I tried but could not find everything I need
CUS-1461450,2022,3,2022-07-01,2022-08-10,8,5,Once a Day,4,4.0,"I can pull all the numbers, but don't understand them"
CUS-1442350,2022,1,2022-01-01,2022-02-01,10,5,Once a Week,5,,I am able to report everything easily
CUS-1442350,2022,1,2022-01-01,2022-03-21,10,5,Once a Week,5,,I am able to report everything easily
CUS-1442350,2022,2,2022-04-01,2022-06-24,9,5,Once a Day,5,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1442350,2022,3,2022-07-01,2022-09-26,9,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1442350,2022,3,2022-07-01,2022-09-30,10,5,Once a Week,5,4.0,I don't use it often
CUS-1206050,2022,2,2022-04-01,2022-04-15,10,5,Once a Day,4,3.0,I am able to report everything easily
CUS-1206050,2022,3,2022-07-01,2022-07-05,1,2,Once a Week,3,1.0,I don't use it often
CUS-1206050,2022,3,2022-07-01,2022-09-05,7,4,Once a Day,3,3.0,"I can pull all the numbers, but don't understand them"
CUS-1454150,2022,2,2022-04-01,2022-05-20,10,5,Once a Week,4,5.0,I need someone from Insider team to provide me the report from the panel
CUS-1454150,2022,3,2022-07-01,2022-08-05,8,3,Once a Week,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1454150,2022,2,2022-04-01,2022-06-24,8,5,Once a Month,4,3.0,I am able to report everything easily
CUS-1526200,2022,2,2022-04-01,2022-06-14,9,5,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1526200,2022,3,2022-07-01,2022-09-08,8,5,Once a Week,4,4.0,I am able to report everything easily
CUS-1526200,2022,3,2022-07-01,2022-09-20,9,5,Once a Day,4,4.0,I am able to report everything easily
CUS-1526200,2022,3,2022-07-01,2022-09-21,9,5,Once a Day,4,4.0,I don't use it often
CUS-726400,2022,1,2022-01-01,2022-03-31,6,4,Once a Week,4,4.0,I don't use it often
CUS-726400,2022,2,2022-04-01,2022-06-21,6,3,Once a Month,3,3.0,I don't use it often
CUS-726400,2022,3,2022-07-01,2022-09-29,5,3,Once a Week,3,4.0,I don't use it often
CUS-726400,2022,3,2022-07-01,2022-09-29,6,3,Once a Day,4,3.0,I don't use it often
CUS-470750,2022,3,2022-07-01,2022-08-05,8,5,Once a Day,4,5.0,I am able to report everything easily
CUS-470750,2022,1,2022-01-01,2022-03-01,9,4,Once a Day,4,4.0,I don't use it often
CUS-470750,2022,3,2022-07-01,2022-09-26,7,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1486050,2022,1,2022-01-01,2022-03-21,9,5,Once a Day,5,4.0,I tried but could not find everything I need
CUS-1486050,2022,1,2022-01-01,2022-03-01,8,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1486050,2022,1,2022-01-01,2022-03-21,8,4,Once a Day,4,3.0,I need someone from Insider team to provide me the report from the panel
CUS-1486050,2022,2,2022-04-01,2022-06-28,8,4,Once a Day,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1486050,2022,2,2022-04-01,2022-06-27,9,4,Once a Day,4,3.0,I don't use it often
CUS-1506200,2022,1,2022-01-01,2022-02-01,8,4,Once a Week,4,5.0,I tried but could not find everything I need
CUS-1506200,2022,1,2022-01-01,2022-03-21,8,4,Once a Week,4,5.0,I tried but could not find everything I need
CUS-1506300,2022,3,2022-07-01,2022-08-24,9,4,Once a Month,4,4.0,I need someone from Insider team to provide me the report from the panel
CUS-1511600,2022,3,2022-07-01,2022-09-26,7,4,Once a Week,4,4.0,I am able to report everything easily
CUS-957900,2022,2,2022-04-01,2022-05-18,9,5,Once a Week,5,5.0,I am able to report everything easily
CUS-957900,2022,3,2022-07-01,2022-08-23,9,4,Once a Week,4,4.0,I tried but could not find everything I need
